Kode	Tekst
KNDE21	Endoskopisk sutur eller reinsertion af ligament i håndled eller håndens led
KNDE21A	Endoskopisk sutur af ligament i håndled eller håndens led
KNDE21B	Endoskopisk reinsertion af ligament i håndled eller håndens led
KNDE22	Åben sutur eller reinsertion af ligament i håndled eller håndens led
KNDE22A	Åben sutur af ligament i håndled eller håndens led
KNDE22B	Åben reinsertion af ligament i håndled eller håndens led
KNDE3	Transposition af ligament i håndled eller håndens led
KNDE31	Endoskopisk transposition af ligament i håndled eller håndens led
KNDE32	Åben transposition af ligament i håndled eller håndens led
KNDE4	Rekonstruktion af ligament i håndled eller håndens led uden fremmed materiale
KNDE41	Endoskopisk rekonstruktion af ligament i håndled eller håndens led uden fremmed materiale
KNDE41C	Endoskopisk rekonstruktion af ligament i håndled uden fremmed materiale
KNDE41D	Endoskopisk rekonstruktion af ligament i håndens led uden fremmed materiale
KNDE42	Åben rekonstruktion af ligament i håndled eller håndens led uden fremmed materiale
KNDE42C	Åben rekonstruktion af ligament i håndled uden fremmed materiale
KNDE42D	Åben rekonstruktion af ligament i håndens led uden fremmed materiale
KNDE5	Rekonstruktion af ligament i håndled eller håndens led med fremmed materiale
KNDE51	Endoskopisk rekonstruktion af ligament i håndled eller håndens led med fremmed materiale
KNDE51C	Endoskopisk rekonstruktion af ligament i håndled med fremmed materiale
KNDE51D	Endoskopisk rekonstruktion af ligament i håndens led med fremmed materiale
KNDE52	Åben rekonstruktion af ligament i håndled eller håndens led med fremmed materiale
KNDE52C	Åben rekonstruktion af ligament i håndled med fremmed materiale
KNDE52D	Åben rekonstruktion af ligament i håndens led med fremmed materiale
KNDE9	Anden operation på ledkapsel eller ligament i håndled eller håndens led
KNDE91	Anden endoskopisk operation på ledkapsel eller ligament i håndled eller håndens led
KNDE92	Anden åben operation på ledkapsel eller ligament i håndled eller håndens led
KNDF	Operationer på synovia og ledflader i håndled og hånd
KNDF0	Total synovektomi i håndled eller håndens led
KNDF01	Artroskopisk total synovektomi i håndled eller håndens led
KNDF01A	Artroskopisk total synovektomi i håndled
KNDF01B	Artroskopisk total synovektomi i håndens led
KNDF02	Åben total synovektomi i håndled eller håndens led
KNDF02A	Åben total synovektomi i håndled
KNDF02B	Åben total synovektomi i håndens led
KNDF1	Partiel synovektomi i håndled eller håndens led
KNDF11	Artroskopisk partiel synovektomi i håndled eller håndens led
KNDF11A	Artroskopisk partiel synovektomi i håndled
KNDF11B	Artroskopisk partiel synovektomi i håndens led
KNDF12	Åben partiel synovektomi i håndled eller håndens led
KNDF12A	Åben partiel synovektomi i håndled
KNDF12B	Åben partiel synovektomi i håndens led
KNDF2	Fiksation af ledfladefragment i håndled eller håndens led
KNDF21	Artroskopisk fiksation af ledfladefragment i håndled eller håndens led
KNDF21A	Artroskopisk fiksation af ledfladefragment i håndlled
KNDF21B	Artroskopisk fiksation af ledfladefragment i håndens led
KNDF22	Åben fiksation af ledfladefragment i håndled eller håndens led
KNDF22A	Åben fiksation af ledfladefragment i håndled
KNDF22B	Åben fiksation af ledfladefragment i håndens led
KNDF3	Resektion af ledbrusk i håndled eller håndens led
KNDF31	Artroskopisk resektion af ledbrusk i håndled eller håndens led
KNDF31A	Artroskopisk resektion af ledbrusk i håndled
KNDF31B	Artroskopisk resektion af ledbrusk i håndens led
KNDF32	Åben resektion af ledbrusk i håndled eller håndens led
KNDF32A	Åben resektion af ledbrusk i håndled
KNDF32B	Åben resektion af ledbrusk i håndens led
KNDF9	Anden operation på synovia eller ledflade i håndled eller håndens led
KNDF91	Anden artroskopisk operation på synovia eller ledflade i håndled eller håndens led
KNDF91A	Anden artroskopisk operation på synovia eller ledflade i håndled
KNDF91B	Anden artroskopisk operation på synovia eller ledflade i håndens led
KNDF92	Anden åben operation på synovia eller ledflade i håndled eller håndens led
KNDF92A	Anden åben operation på synovia eller ledflade i håndled
KNDF92B	Anden åben operation på synovia eller ledflade i håndens led
KNDG	Ledresektioner, artroplastikker, og artrodeser i håndled og hånd
KNDG0	Resektionsartroplastik håndled eller hånd
KNDG00	Resektionsartroplastik i radiokarpalled
KNDG00A	Resektion af radiokarpalled
KNDG01	Resektionsartroplastik i intercarpalled
KNDG01A	Resektion af interkarpalled
KNDG02	Resektionsartroplastik i 1. karpometakarpalled
KNDG02A	Resektion af 1. karpometakarpalled
KNDG03	Resektionsartroplastik i andet karpometakarpalled
KNDG03A	Resektion af andet karpometakarpalled
KNDG04	Resektionsartroplastik i 1. metakarpofalangealled
KNDG04A	Resektion af 1. metakarpofalangealled
KNDG05	Resektionsartroplastik i andet metakarpofalangealled
KNDG06	Resektionsartroplastik i interfalangealled
KNDG07	Resektionsartroplastik i andet led på hånd
KNDG1	Interpositionsartroplastik håndled eller hånd
KNDG10	Interpositionsartroplastik i radiokarpalled
KNDG11	Interpositionsartroplastik i interkarpalled
KNDG12	Interpositionsartroplastik i 1. karpometakarpalled
KNDG13	Interpositionsartroplastik i andet karpometakarpalled
KNDG14	Interpositionsartroplastik i 1. metakarpofalangealled
KNDG15	Interpositionsartroplastik i andet metakarpofalangealled
KNDG16	Interpositionsartroplastik i interfalangealled
KNDG17	Interpositionsartroplastik i andet led på hånd
KNDG2	Anden artroplastik uden protese i håndled eller hånd
KNDG20	Anden artroplastik uden protese i radiokarpalled
KNDG21	Anden artroplastik uden protese i interkarpalled
KNDG22	Anden artroplastik uden protese 1. karpometakarpalled
KNDG23	Anden artroplastik uden protese i andet karpometakarpalled
KNDG24	Anden artroplastik uden protese i 1. metakarpofalangealled
KNDG25	Anden artroplastik uden protese i andet metakarpofalangealled
KNDG26	Anden artroplastik uden protese i interfalangealled
KNDG27	Anden artroplastik uden protese i andet led på hånd
KNDG3	Artrodese uden fiksation i håndled eller hånd
KNDG30	Artrodese uden fiksation i radiokarpalled
KNDG31	Artrodese uden fiksation i interkarpalled
KNDG32	Artrodese uden fiksation i 1. karpometakarpalled
KNDG33	Artrodese uden fiksation i andet karpometakarpalled
KNDG34	Artrodese uden fiksation i 1. metakarpofalangealled
KNDG35	Artrodese uden fiksation i andet metakarpofalangealled
KNDG36	Artrodese uden fiksation i interfalangealled
KNDG37	Artrodese uden fiksation i andet led på hånd
KNDG4	Artrodese med intern fiksation i håndled eller hånd
KNDG40	Artrodese med intern fiksation i radiokarpalled
KNDG41	Artrodese med intern fiksation i interkarpalled
KNDG42	Artrodese med intern fiksation i 1. karpometakarpalled
KNDG43	Artrodese med intern fiksation i andet karpometakarpalled
KNDG44	Artrodese med intern fiksation i 1. metakarpofalangealled
KNDG45	Artrodese med intern fiksation i andet metakarpofalangealled
KNDG46	Artrodese med intern fiksation i interfalangealled
KNDG47	Artrodese med intern fiksation i andet led på hånd
KNDG5	Artrodese med ekstern fiksation i håndled eller hånd
KNDG50	Artrodese med ekstern fiksation i radiokarpalled
KNDG51	Artrodese med ekstern fiksation i eksterkarpalled
KNDG52	Artrodese med ekstern fiksation i 1. karpometakarpalled
KNDG53	Artrodese med ekstern fiksation i andet karpometakarpalled
KNDG54	Artrodese med ekstern fiksation i 1. metakarpofalangealled
KNDG55	Artrodese med ekstern fiksation i andet metakarpofalangealled
KNDG56	Artrodese med ekstern fiksation i interfalangealled
KNDG57	Artrodese med ekstern fiksation i andet led på hånd
KNDG9	Anden ledresektion, artroplastik eller artrodese i håndled eller hånd
KNDG90	Anden ledresektion, artroplastik eller artrodese i radiokarpalled
KNDG91	Anden ledresektion, artroplastik eller artrodese i interkarpalled
KNDG92	Anden ledresektion, artroplastik eller artrodese i 1. karpometakarpalled
KNDG93	Anden ledresektion, artroplastik eller artrodese i andet karpometakarpalled
KNDG94	Anden ledresektion, artroplastik eller artrodese i 1. metakarpalfalangealled
KNDG95	Anden ledresektion, artroplastik eller artrodese i andet metakarpalfalangealled
KNDG96	Anden ledresektion, artroplastik eller artrodese i interfalangealled
KNDG97	Anden ledresektion, artroplastik eller artrodese i andet led på hånd
KNDH	Forskellige ledoperationer i håndled og hånd
KNDH0	Reposition af luksation i håndled
KNDH00	Lukket reposition af luksation i håndled
KNDH01	Artroskopisk reposition af luksation i håndled
KNDH02	Åben reposition af luksation i håndled
KNDH1	Reposition af luksation i led i hånd
KNDH10	Lukket reposition af luksation i led i hånd
KNDH11	Artroskopisk reposition af luksation i led i hånd
KNDH12	Åben reposition af luksation i led i hånd
KNDH2	Reposition af lukseret ledprotese i håndled eller hånd
KNDH20	Lukket reposition af lukseret ledprotese i håndled eller hånd
KNDH20A	Lukket reposition af lukseret ledprotese i håndled
KNDH20B	Lukket reposition af lukseret ledprotese i hånd
KNDH21	Artroskopisk reposition af lukseret ledprotese i håndled eller hånd
KNDH21A	Artroskopisk reposition af lukseret ledprotese i håndled
KNDH21B	Artroskopisk reposition af lukseret ledprotese i hånd
KNDH22	Åben reposition af lukseret ledprotese i håndled eller hånd
KNDH22A	Åben reposition af lukseret ledprotese i håndled
KNDH22B	Åben reposition af lukseret ledprotese i hånd
KNDH3	Løsning af adhærencer i håndled eller led i hånd
KNDH30	Lukket løsning af adhærencer i håndled eller hånd
KNDH30A	Lukket løsning af adhærencer i håndled
KNDH30B	Lukket løsning af adhærencer i hånd
KNDH31	Artroskopisk løsning af adhærencer i håndled eller hånd
KNDH31A	Artroskopisk løsning af adhærencer i håndled
KNDH31B	Artroskopisk løsning af adhærencer i hånd
KNDH32	Åben løsning af adhærencer i håndled eller hånd
KNDH32A	Åben løsning af adhærencer i håndled
KNDH32B	Åben løsning af adhærencer i hånd
KNDH4	Fjernelse af mus eller fremmedlegeme fra håndled eller led i hånd
KNDH41	Artroskopisk fjernelse af mus eller fremmedlegeme fra håndled eller led i hånd
KNDH41A	Artroskopisk fjernelse af mus eller fremmedlegeme fra håndled
KNDH41B	Artroskopisk fjernelse af mus eller fremmedlegeme fra led i hånd
KNDH42	Åben fjernelse af mus eller fremmedlegeme fra håndled eller led i hånd
KNDH42A	Åben fjernelse af mus eller fremmedlegeme fra håndled
KNDH42B	Åben fjernelse af mus eller fremmedlegeme fra led i hånd
KNDH5	Resektion af intra-artikulær eksostose eller osteofyt i håndled eller hånd
KNDH51	Artroskopisk resektion af intra-artikulær eksostose eller osteofyt i håndled eller hånd
KNDH51E	Artroskopisk resektion af intra-artikulær eksostose eller osteofyt i håndled
KNDH51F	Artroskopisk resektion af intra-artikulær eksostose eller osteofyt i hånd
KNDH52	Åben resektion af intra-artikulær eksostose eller osteofyt i håndled eller hånd
KNDH52E	Åben resektion af intra-artikulær eksostose eller osteofyt i håndled
KNDH52F	Åben resektion af intra-artikulær eksostose eller osteofyt i hånd
KNDH7	Operation for habituel luksation i håndled eller hånd
KNDH71	Artroskopisk operation for habituel luksation i håndled eller hånd
KNDH71A	Artroskopisk operation for habituel luksation i håndled
KNDH71B	Artroskopisk operation for habituel luksation i hånd
KNDH72	Åben operation for habituel luksation i håndled eller hånd
KNDH72A	Åben operation for habituel luksation i håndled
KNDH72B	Åben operation for habituel luksation i hånd
KNDH9	Anden ledoperation i håndled eller hånd
KNDH90	Anden lukket ledoperation på håndled eller hånd
KNDH91	Anden artroskopisk ledoperation på håndled eller hånd
KNDH92	Anden åben ledoperation på håndled eller hånd
KNDJ	Frakturbehandlinger i håndled og hånd
KNDJ0	Lukket reposition af fraktur i håndled eller hånd
KNDJ00	Lukket reposition af fraktur i os scaphoideum
KNDJ01	Lukket reposition af fraktur i anden håndrodsknogle
KNDJ02	Lukket reposition af fraktur i metakarpalknogle
KNDJ03	Lukket reposition af fraktur i fingerknogle
KNDJ1	Åben reposition af fraktur i håndled eller hånd
KNDJ10	Åben reposition af fraktur i os scaphoideum
KNDJ11	Åben reposition af fraktur i anden håndrodsknogle
KNDJ12	Åben reposition af fraktur i metakarpalknogle
KNDJ13	Åben reposition af fraktur i fingerknogle
KNDJ2	Ekstern fiksation af fraktur i håndled eller hånd
KNDJ20	Ekstern fiksation af fraktur i os scaphoideum
KNDJ21	Ekstern fiksation af fraktur i anden håndrodsknogle
KNDJ22	Ekstern fiksation af fraktur i metakarpalknogle
KNDJ23	Ekstern fiksation af fraktur i fingerknogle
KNDJ3	Intern fiksation med bioimplantat af fraktur i håndled eller hånd
KNDJ30	Intern fiksation med bioimplantat af fraktur i os scaphoideum
KNDJ31	Intern fiksation med bioimplantat af fraktur i anden håndrodsknogle
KNDJ32	Intern fiksation med bioimplantat af fraktur i metakarpalknogle
KNDJ33	Intern fiksation med bioimplantat af fraktur i fingerknogle
KNDJ4	Intern fiksation med tråd, stav, cerklage eller stifter af fraktur i håndled eller hånd
KNDJ40	Intern fiksation med tråd, stav, cerklage eller stifter af fraktur i os scaphoideum
KNDJ41	Intern fiksation med tråd, stav, cerklage eller stifter af fraktur i anden håndrodsknogle
KNDJ42	Intern fiksation med tråd, stav, cerklage eller stifter af fraktur i metakarpalknogle
KNDJ43	Intern fiksation med tråd, stav, cerklage eller stifter af fraktur i fingerknogle
KNDJ5	Intern fiksation med marvsøm af fraktur i håndled eller hånd
KNDJ50	Intern fiksation med marvsøm af fraktur i os scaphoideum
KNDJ51	Intern fiksation med marvsøm af fraktur i anden håndrodsknogle
KNDJ52	Intern fiksation med marvsøm af fraktur i metakarpalknogle
KNDJ53	Intern fiksation med marvsøm af fraktur i fingerknogle
KNDJ6	Intern fiksation med plade og skruer af fraktur i håndled eller hånd
KNDJ60	Intern fiksation med plade og skruer af fraktur i os scaphoideum
KNDJ61	Intern fiksation med plade og skruer af fraktur i anden håndrodsknogle
KNDJ62	Intern fiksation med plade og skruer af fraktur i metakarpalknogle
KNDJ63	Intern fiksation med plade og skruer af fraktur i fingerknogle
KNDJ7	Intern fiksation med skruer alene af fraktur i håndled eller hånd
KNDJ70	Intern fiksation med skruer alene af fraktur i os scaphoideum
KNDJ71	Intern fiksation med skruer alene af fraktur i anden håndrodsknogle
KNDJ72	Intern fiksation med skruer alene af fraktur i metakarpalknogle
