Kode	Tekst
BPNC1	Vaccination mod difteri, stivkrampe og polio (Di-Te-Pol)
BPNC11	Di-Te-Pol, 1. børnevacc
BPNC12	Di-Te-Pol, 2. børnevacc
BPNC13	Di-Te-Pol, 3. børnevacc
BPNC14	De-Te-Ki-Pol/Hib, 1. børnevaccination
BPNC15	De-Te-Ki-Pol/Hib, 2. børnevaccination
BPNC16	De-Te-Ki-Pol/Hib, 3. børnevaccination
BPNC2	Vaccination mod difteri og stivkrampe
BPNC3	Vaccination mod mæslinger, fåresyge, røde hunde (MFR)
BPNC31	MFR-vaccination, når barnet er fyldt 1 år
BPNC32	MFR-vaccination, når barnet er fyldt 2 år
BPNC33	MFR-vaccination, når barnet er fyldt 3 år
BPNC34	MFR-vaccination i alderen 4 til 11 år
BPNC35	MFR-vaccination, når barnet er fyldt 12 år
BPNC36	MFR-vaccination efter det fyldte 13. år
BPNX	Revaccination
BPV	Pleje ved lidelse i medikamentel behandling af infektionssygdomme, immunisering mm.
BPVA	Generel pleje ved lidelse i medikamentel behandling af infektionssygdomme, immunisering mm.
BPVB	Speciel pleje ved lidelse i medikamentel behandling af infektionssygdomme, immunisering mm.
BPX	Infektionsbeskyttende isolationsbehandling
BPXA	Isolation
BPXA0	Isolationsregime
BPXA00	Isolationsregime 1: Forholdsregler mod kontaktsmitte
BPXA01	Isolationsregime 2: Forholdsregler mod enteral smitte
BPXA02	Isolationsregime 3: Forholdsregler mod smitte med børnesygdomme
BPXA03	Isolationsregime 4: Forholdsregler mod luftbåren smitte
BPXA04	Isolationsregime 5: Forholdsregler ved kimfattigt regime
BPXA05	Kimfrit isolationsregime
BPXB	Smitte isolation
BPXB1	Isolationsregime ved smittefarlig patient
BQ	Forebyggelse
BQF	Forebyggelsessamtaler og særlige forebyggelsesinterventioner
BQFS	Forebyggelsessamtaler
BQFS0	Forebyggelsessamtaler vedrørende én risikoadfærd
BQFS01	Forebyggelsessamtale vedrørende rygning
BQFS02	Forebyggelsessamtale vedrørende alkohol
BQFS03	Forebyggelsessamtale vedrørende ernæring
BQFS04	Forebyggelsessamtale vedrørende fysisk aktivitet
BQFS05	Forebyggelsessamtale vedrørende psykosociale forhold
BQFS06	Forebyggelsessamtale vedrørende anden risikoadfærd
BQFS07	Forebyggelsessamtale vedrørende stofmisbrug
BQFS1	Andre forebyggelsessamtaler
BQFS19	Integreret forebyggelsessamtale vedrørende kombineret risikoadfærd
BQFT	Forebyggelsesinterventioner
BQFT0	Forebyggelsesinterventioner vedrørende én risikoadfærd
BQFT01	Forebyggelsesintervention vedrørende rygestop
BQFT02	Forebyggelsesintervention vedrørende alkohol
BQFT03	Forebyggelsesintervention vedrørende ernæring
BQFT04	Forebyggelsesintervention vedrørende træning
BQFT05	Forebyggelsesintervention vedrørende psykosociale forhold
BQFT06	Forebyggelsesintervention vedrørende anden risikoadfærd
BQFT1	Andre forebyggelsesinterventioner
BQFT19	Integreret forebyggelsesintervention, kombineret risikoadfærd
BR	Psyko-sociale behov og funktioner
BRA	Træning med relation til kognitive og intellektuelle funktioner
BRAA	Aktivitetstræning af kognitive og intellektuelle funktioner
BRAA0	Generel kognitiv og intellektuel træning og stimulation ved aktivitet
BRAA1	Specifik kognitiv og intellektuel funktionstræning ved aktivitet
BRAA10	Aktivitetstræning af vågenhed
BRAA11	Aktivitetstræning af initiativ
BRAA12	Aktivitetstræning af hukommelse
BRAA13	Aktivitetstræning af koncentration
BRAA14	Aktivitetstræning af logisk tænkning
BRAA15	Aktivitetstræning af konstruktionsevne
BRAA16	Aktivitetstræning af struktureringsevne
BRAA16A	Aktivitetstræning af tidsmæssig struktureringsevne
BRAA17	Aktivitetstræning af kropsopfattelse
BRAA18	Aktivitetstræning af sprog
BRAA19	Aktivitetstræning af skriftligt udtryk
BRAA1A	Aktivitetstræning af talbehandling
BRAA1B	Aktivitetstræning af rumopfattelse
BRAA1C	Aktivitetstræning af perception og gnose
BRAA1D	Aktivitetstræning af praksi
BRAA1E	Aktivitetstræning af egen-kontrol
BRAA2	Kompensationstræning i relation til kognitiv og intellektuel funktion ved aktivitet
BRAA20	Kompensationstræning i relation til vågenhed ved aktivitet
BRAA21	Kompensationstræning i relation til initiativ ved aktivitet
BRAA22	Kompensationstræning i relation til hukommelse ved aktivitet
BRAA23	Kompensationstræning i relation til koncentration ved aktivitet
BRAA24	Kompensationstræning i relation til logisk tænkning ved aktivitet
BRAA25	Kompensationstræning i relation til konstruktionsevne ved aktivitet
BRAA26	Kompensationstræning i relation til struktureringsevne ved aktivitet
BRAA27	Kompensationstræning i relation til kropsopfattelse ved aktivitet
BRAA28	Kompensationstræning i relation til sprog ved aktivitet
BRAA29	Kompensationstræning i relation til skriftligt udtryk ved aktivitet
BRAA2A	Kompensationstræning i relation til talbehandling ved aktivitet
BRAA2B	Kompensationstræning i relation til rumopfattelse ved aktivitet
BRAA2C	Kompensationstræning i relation til perception og gnose ved aktivitet
BRAA2D	Kompensationstræning i relation til praksi ved aktivitet
BRAA2E	Kompensationstræning i relation til kontrol ved aktivitet
BRAA3	Generel vedligeholdelse af kognitiv og intellektuel funktion ved aktivitet
BRAA4	Specifik vedligeholdelse af kognitiv og intellektuel funktion ved aktivitet
BRAA5	Regulering af uhensigtsmæssig intellektuel adfærd ved aktivitet
BRAA50	Aktivitetstræning i relation til at styrke erkendelse af intellektuel adfærd
BRAA51	Aktivitetstræning i relation til at styrke evne til at følge plan
BRAA52	Aktivitetstræning i relation til at styrke evne til at holde aftale
BRAA53	Aktivitetstræning i relation til at styrke evne til kontrol af adfærd
BRB	Aktivitetstræning af psykosocial funktion
BRBA	Generel psykosocial stimulering og vedligeholdelse ved aktivitet
BRBA0	Generel psykosocial stimulering ved aktivitet
BRBA1	Generel psykosocial vedligeholdelse ved aktivitet
BRBB	Specifik psykosocial funktionstræning og vedligeholdelse ved aktivitet
BRBB0	Specifik psykosocial funktionstræning ved aktivitet
BRBB00	Psykosocial aktivitetstræning mhp. gruppefølelse
BRBB01	Psykosocial aktivitetstræning med henblik på almengørelse
BRBB02	Psykosocial aktivitetstræning mhp. at være i centrum eller periferi
BRBB03	Psykosocial aktivitetstræning mhp. social forståelse
BRBB04	Psykosocial aktivitetstræning mhp. engagement
BRBB05	Psykosocial aktivitetstræning mhp. motivation
BRBB06	Psykosocial aktivitetstræning mhp. tryghed
BRBB07	Psykosocial aktivitetstræning mhp. tillid
BRBB08	Psykosocial aktivitetstræning mhp. normer
BRBB09	Psykosocial aktivitetstræning mhp. samarbejde
BRBB0A	Psykosocial aktivitetstræning mhp. at udtrykke sig
BRBB0B	Psykosocial aktivitetstræning mhp. at kontakte andre
BRBB0C	Psykosocial aktivitetstræning mhp. opmærksomhed på andre
BRBB0D	Psykosocial aktivitetstræning mhp. at sætte mål og forfølge mål
BRBB0E	Psykosocial aktivitetstræning mhp. at lægge planer og følge planer
BRBB0F	Psykosocial aktivitetstræning mhp. at holde aftaler og sende afbud
BRBB0G	Psykosocial aktivitetstræning mhp. at vise følelser
BRBB0H	Psykosocial aktivitetstræning mhp. at sige til og fra
BRBB0J	Psykosocial aktivitetstræning mhp. at tage ansvar
BRBB0K	Psykosocial aktivitetstræning mhp. at være i nuet
BRBB0L	Psykosocial aktivitetstræning mhp. at styrke selvværd
BRBB0M	Psykosocial aktivitetstræning mhp. at styrke reali-tetsopfattelse
BRBB0N	Psykosocial aktivitetstræning mhp. at prøve nye roller
BRBB0P	Psykosocial aktivitetstræning mhp. omidentifikation
BRBB5	Aktivitetstræning med kompensation for psykosocial funktion
BRBB50	Aktivitetstræning med korrektion af vrangforestillinger
BRBB6	Vedligeholdelse af specifik psykosocial funktion ved aktivitetstræning
BRBP	Træning af kombinerede psykosociale færdigheder
BRBP0	Træning af kontakt- og samtalefærdigheder
BRBP1	Træning af færdigheder til konfliktløsning
BRBP2	Familieaktivitet
BRC	Træning og vedligeholdelse af psykisk funktion
BRCA	Aktivitetstræning af psykisk funktion
BRCA0	Generel psykisk stimulering og træning ved aktivitet
BRCA00	Aktivitetstræning mhp. at styrke aktivitet
BRCA01	Aktivitetstræning mhp. at styrke nysgerrighed
BRCA02	Aktivitetstræning mhp. at styrke initiativ
BRCA03	Aktivitetstræning mhp. at prøve nye udtryksformer
BRCA04	Aktivitetstræning mhp. at udvikle nye motiver
BRCA05	Aktivitetstræning mhp. at arbejde med udfordringer
BRCA1	Specifik psykisk funktionstræning ved aktivitet
BRCA10	Aktivitetstræning mhp. indsigt i og erkendelse af følelser
BRCA11	Aktivitetstræning mhp. indsigt i og erkendelse af egne handlemønstre
BRCA12	Aktivitetstræning mhp. erkendelse af egne ressourcer og begrænsninger
BRCA13	Aktivitetstræning mhp. indsigt i og erkendelse af egne grænser
BRCA14	Aktivitetstræning mhp. indsigt i og erkendelse af årsagssammenhænge
BRCA15	Aktivitetstræning mhp. indsigt i og erkendelse af egne mål
BRCA16	Aktivitetstræning mhp. at styre og administrere følelser
BRCA17	Aktivitetstræning mhp. at styrke selvværd
BRCA18	Aktivitetstræning mhp. at træffe beslutninger
BRCA2	Kompensationstræning ved tabt psykisk funktion
BRCA20	Aktivitetstræning mhp. at dæmpe og aflede hallucinationer
BRCA21	Aktivitetstræning mhp. at dæmpe angst
BRCA3	Generel vedligeholdelse af psykisk funktion ved aktivitet
BRCA4	Vedligeholdelse af specifik psykisk funktion ved aktivitet
BRD	Psykomotorisk bevægelsesterapi
BRDA	Træning af psykomotoriske funktioner
BRDA0	Træning af kropsbevidsthed
BRDA00	Træning med focus på kropskonturer og kropsgrænser
BRDA01	Træning med focus på kropsopfattelse og body-image
BRDA02	Træning med focus på kropsoplevelse
BRDA03	Træning med focus på kropserfaring
BRDA04	Træning med focus på selvfølelse
BRDA1	Træning af kropsjeg funktionerne
BRDA10	Træning af relation til underlag og grounding
BRDA11	Træning af relation til midtlinje og lateralitet
BRDA12	Træning af relation til bevægecentrum
BRDA13	Træning af relation til centrum og periferi
BRDA14	Træning af relation til åndedræt
BRDA2	Træning af bevægelsesfærdigheder og handlemuligheder
BRDA20	Træning af omstillingsevne
BRDA21	Træning af fleksibilitet
BRDA22	Træning af kropsbeherskelse og kropskontrol
BRDA23	Træning af spændingsbalance
BRDA24	Træning af bevægestil
BRDA25	Træning af bevægeglæde
BRDA26	Træning af problemløsningsevne
BRDA27	Træning med focus på energiforbrug
BRDA28	Træning med focus på rytmefølelse
BRDA3	Træning af ekspressivitet
BRDA30	Træning af verbal ekspressivitet
BRDA31	Træning af non-verbal ekspressivitet
BRDA32	Træning af ekspressivitet i relation til energiniveau og arousal
BRDA4	Træning af interaktion og kommunikation
BRDA40	Kropslig træning i 'at etablere mødet'
BRDA41	Kropslig træning af samarbejde og dialog
BRDA42	Kropslig træning af give og modtage
BRDA43	Kropslig træning af føre og følge
BRDA44	Kropslig træning af indad- og udadrettethed
BRDA45	Stimulering af læringspotentialet
BRDC	Manuel terapi med henblik på kropsopfattelse
BRDC0	Massage med henblik på kropsopfattelse
BRDC00	Afgrænsende massage med henblik på kropsopfattelse
BRDC01	Stimulerende massage med henblik på kropsopfattelse
BRDC05	Børstebehandling af børn
BRF	Interventioner i relation til mental aktivitet
BRFA	Intervention vedrørende afspænding
BRFA0	Kompenserende støtte til afspænding
BRFA00	Afspændingsøvelser med fokus på respiration
BRFA01	Indirekte respirationsøvelser
BRFA02	Direkte respirationsøvelser
BRFA03	Respirationsøvelser med henblik på smertedæmpning
BRFB	Intervention med relation til mental aktivitet
BRFB0	Intervention mhp. grænsesætning
BRFB00	Grænsesætning, påmindelse
BRFB01	Grænsesætning, forhandling
BRFB02	Grænsesætning, definering af krav
BRFB03	Grænsesætning, fastholdelse af krav
BRFB04	Grænsesætning, definering af konsekvens
BRFB05	Grænsesætning, fastholdelse af konsekvens
BRFB06	Grænsesætning, anvendelse af skærmning
BRFB07	Grænsesætning, etablering af afstand
BRFB08	Grænsesætning, etablering af nærhed
BRFB1	Intervention vedrørende valg
BRFB10	Støtte til definering af valgmuligheder
BRFB12	Støtte til beslutning om valg
BRFB2	Intervention vedrørende realitetsorientering
BRFB20	Støtte til udvikling af selvopfattelse
BRFB21	Støtte ved hjælp af containing
BRFB22	Støtte ved hjælp af validering
BRFB23	Støtte ved hjælp af konfrontation
BRFB24	Støtte ved hjælp af afledning
BRFB25	Sprogkorrigering
BRFB26	Støtte til ressourceforvaltning
BRFB5	Intervention mhp. mental træning
BRFB50	Intervention mhp. hukommelsestræning
BRFB51	Intervention mhp. taletræning
BRFB52	Musikterapi
BRFB53	Visualisering
BRFB6	Terapeutisk kommunikation
BRG	Interventioner til forbedring af social trivsel
BRGA	Interventioner vedrørende social aktivitet
BRGA0	Iværksættelse af social aktivitet
BRGA1	Deltagelse i social aktivitet
BRGA2	Deltagelse i arrangementer
BRGB	Interventioner vedrørende social kontakt
BRGB0	Kompenserende støtte vedrørende social kontakt
BRGB00	Formidling af social kontakt
BRGB01	Tilbydning af social kontakt
BRGB02	Etablering af social kontakt
BRGB03	Vedligeholdelse af social kontakt
BRGB04	Afvikling af social kontakt
BRGB05	Afslutning af social kontakt
BRH	Medikamentel behandling med relation til mentale funktioner
BRHA	Behandling med psykoleptika
BRHA0	Behandling med antipsykotikum
BRHA0A	Behandling med phenothiazin med alifatisk sidekæde
BRHA0A01	Behandling med chlorpromazin
BRHA0A02	Behandling med levomepromazin
BRHA0A03	Behandling med promazin
BRHA0A04	Behandling med acepromazin
BRHA0A05	Behandling med triflupromazin
BRHA0A06	Behandling med cyamemazin
BRHA0A07	Behandling med chlorproethazin
BRHA0B	Behandling med phenothiazin med piperazin-struktur
BRHA0B01	Behandling med dixyrazin
BRHA0B02	Behandling med fluphenazin
BRHA0B03	Behandling med perphenazin
BRHA0B04	Behandling med prochlorperazin
BRHA0B05	Behandling med thiopropazat
BRHA0B06	Behandling med trifluoperazin
BRHA0B07	Behandling med acetophenazin
BRHA0B08	Behandling med thioproperazin
BRHA0B09	Behandling med butaperazin
BRHA0B10	Behandling med perazin
BRHA0C	Behandling med phenothiazin med piperidin-struktur
BRHA0C01	Behandling med periciazin
BRHA0C02	Behandling med thioridazin
BRHA0C03	Behandling med mesoridazin
BRHA0C04	Behandling med pipotiazin
BRHA0D	Behandling med butyrophenon-derivater
BRHA0D01	Behandling med haloperidol
BRHA0D02	Behandling med trifluperidol
BRHA0D03	Behandling med melperon
BRHA0D04	Behandling med moperon
BRHA0D05	Behandling med pipamperon
BRHA0D06	Behandling med bromperidol
BRHA0D07	Behandling med benperidol
BRHA0D08	Behandling med droperidol
BRHA0D09	Behandling med fluanison
BRHA0E	Behandling med indol-derivater
BRHA0E01	Behandling med oxypertin
BRHA0E02	Behandling med molindon
BRHA0E03	Behandling med sertindol
BRHA0E04	Behandling med ziprasidon
BRHA0F	Behandling med thioxanthen-derivater
BRHA0F01	Behandling med flupentixol
BRHA0F02	Behandling med clopenthixol
BRHA0F03	Behandling med chlorprothixen
BRHA0F04	Behandling med tiotixen
BRHA0F05	Behandling med zuclopenthixol
BRHA0G	Behandling med diphenylbutylpiperidin-derivater
BRHA0G01	Behandling med fluspirilen
BRHA0G02	Behandling med pimozid
BRHA0G03	Behandling med penfluridol
BRHA0H	Behandling med diazepiner, oxazepiner og thiazepiner
BRHA0H01	Behandling med loxapin
BRHA0H02	Behandling med clozapin
BRHA0H03	Behandling med olanzapin
BRHA0H04	Behandling med quetiapin
BRHA0K	Behandling med neuroleptika, til tardive dyskinesier
BRHA0K01	Behandling med tetrabenazin
BRHA0L	Behandling med benzamider
BRHA0L01	Behandling med sulpirid
BRHA0L02	Behandling med sultoprid
BRHA0L03	Behandling med tiaprid
BRHA0L04	Behandling med remoxiprid
BRHA0L05	Behandling med amisulprid
BRHA0L06	Behandling med veraliprid
BRHA0L07	Behandling med levosulpirid
BRHA0X	Behandling med andre antipsykotika
BRHA0X07	Behandling med prothipendyl
BRHA0X08	Behandling med risperidon
BRHA0X09	Behandling med clotiapin
BRHA0X10	Behandling med mosapramin
BRHA0X11	Behandling med zotepin
BRHA0X12	Behandling med aripiprazol
BRHA1	Behandling med anxiolyticum
BRHA1A	Behandling med benzodiazepin-derivater (anxiolytika)
BRHA1A01	Behandling med diazepam
BRHA1A02	Behandling med chlordiazepoxid
BRHA1A03	Behandling med medazepam
BRHA1A04	Behandling med oxazepam
BRHA1A05	Behandling med clorazepatkalium
BRHA1A06	Behandling med lorazepam
BRHA1A07	Behandling med adinazolam
BRHA1A08	Behandling med bromazepam
BRHA1A09	Behandling med clobazam
BRHA1A10	Behandling med ketazolam
BRHA1A11	Behandling med prazepam
BRHA1A12	Behandling med alprazolam
BRHA1A13	Behandling med halazepam
BRHA1A14	Behandling med pinazepam
BRHA1A15	Behandling med camazepam
BRHA1A16	Behandling med nordazepam
BRHA1A17	Behandling med fludiazepam
BRHA1A18	Behandling med ethylloflazepat
BRHA1A19	Behandling med etizolam
BRHA1A21	Behandling med clotiazepam
BRHA1A22	Behandling med cloxazolam
BRHA1A23	Behandling med tofisopam
BRHA1B	Behandling med diphenylmethan-derivater
BRHA1B01	Behandling med hydroxyzin
BRHA1B02	Behandling med captodiam
BRHA1C	Behandling med carbamater
BRHA1C01	Behandling med meprobamat
BRHA1C03	Behandling med emylcamat
BRHA1C04	Behandling med mebutamat
BRHA1D	Behandling med dibenzo-bicyclo-octadien derivater
BRHA1D01	Behandling med benzoctamin
BRHA1E	Behandling med azaspirodecanedion-derivater
BRHA1E01	Behandling med buspiron
BRHA1X	Behandling med andre anxiolytika
BRHA1X01	Behandling med mefenoxalon
BRHA1X02	Behandling med gedocarnil
BRHA1X03	Behandling med etifoxin
BRHA2	Behandling med hypnotika og sedativa
BRHA2A	Behandling med barbiturater
BRHA2A01	Behandling med pentobarbital (PTB)
BRHA2A02	Behandling med amobarbital
BRHA2A03	Behandling med butobarbital
BRHA2A04	Behandling med barbital
BRHA2A05	Behandling med aprobarbital
BRHA2A06	Behandling med secobarbital
BRHA2A07	Behandling med talbutal
BRHA2A08	Behandling med vinylbital
BRHA2A09	Behandling med vinbarbital
BRHA2A10	Behandling med cyclobarbital
BRHA2A11	Behandling med heptabarbital
BRHA2A12	Behandling med reposal
BRHA2A15	Behandling med methohexital
BRHA2A16	Behandling med hexobarbital
BRHA2A19	Behandling med thiopental
BRHA2A20	Behandling med etallobarbital
BRHA2A21	Behandling med allobarbital
BRHA2A22	Behandling med proxibarbal
BRHA2C	Behandling med aldehyder og derivater
